EmployeeNumber,SSNValue,FirstName,LastName,DateOfBirth,HomeStreet1,HomeCity,HomeZip,HomeCountry,Organization.Code,Department.Code,Supervisor,Email,DepartmentDescription,LoginId,CostCenter,EmployeeGroup,PositionCode,PositionDescription
580984,20012974,Fulufhelo,Ledwaba,05.08.1981,155 Cypress Road,Sandton,"2515,73177604739",ZA,C1,21105698,584455,no_mail_available,"TX-R-450 - Test Line, Finish, F2",q4104352,110F20,direct,19003258,Associate
685397,20012974,Fulufhelo,Lee Son,06.08.1981,96 Hawthorn Street,Randburg,"2515,8852799406",ZA,G6,21076293,662686,no_mail_available,SF3-ZA-F-C - Compliance,q7184024,130F07,direct,19003303,Associate
456508,20012974,Fulufhelo,Lee Son,08.08.1981,109 Linden Avenue,Johannesburg,"2516,03878383382",ZA,A1,21159003,681110,no_mail_available,"FG-9-ZA-I - Business Management, Operations",q0854288,110F16,indirect,19003161,Associate
456508,20012974,Fulufhelo,Lefifi,08.08.1981,144 Maple Crescent,Midrand,"2516,19228772703",ZA,C1,21159003,681110,no_mail_available,"FG-9-ZA-I - Business Management, Operations",q5656332,110F20,direct,19003021,Associate
471802,20012974,Gabriella,Lefifi,10.08.1981,87 Fir Lane,Randburg,"2516,34579162025",ZA,C1,21158991,546066,no_mail_available,FG-9-ZA-86 - OtD Platform,q8598775,130F05,indirect,19003341,Associate
471802,20012974,Gabriella,Lefifi,10.08.1981,89 Rose Avenue,Johannesburg,"2516,49929551346",ZA,C1,21158991,546066,no_mail_available,FG-9-ZA-86 - OtD Platform,q2840230,120F07,direct,19003290,Associate
678073,20012974,Gabriella,Lefifi,10.08.1981,122 Maple Street,Sandton,"2516,65279940668",ZA,C1,21105665,582796,no_mail_available,"TX-R-162 - Warehouse Operations Build 40,55,80",q4120057,110F20,indirect,19002386,Associate
20002247,20012974,Gabriella,Lefifi,11.08.1981,164 Oak Drive,Randburg,"2516,80630329989",ZA,C1,21162933,647982,no_mail_available,FG-9-ZA-75 - Program and Volume Planning,q5742528,120F04,indirect,19003017,Associate
20002247,20012974,Gabriella,Lefifi,14.08.1981,100 Kingfisher Lane,Johannesburg,"2516,95980719311",ZA,C1,21162933,647982,no_mail_available,FG-9-ZA-75 - Program and Volume Planning,q4491206,110F15,direct,19003205,Associate
580790,20012974,Gary Kurt,Lefoka,14.08.1981,133 Willow Road,Midrand,"2517,11331108632",ZA,C1,21138510,580544,no_mail_available,"TX-R-432 - Axles, Eng. Pre-Ass., Powertr., Marr.",q1277112,120F06,direct,1164985,Process Supporter
676967,20012974,Gary Kurt,Lefotlha,16.08.1981,179 Cedar Crescent,Randburg,"2517,26681497953",ZA,C1,21105667,582277,no_mail_available,description unavailable,q1078518,130F05,direct,19003325,Associate
628304,20012974,Genevieve,Lefotlha,16.08.1981,89 Rose Avenue,Johannesburg,"2517,42031887275",ZA,C1,21158964,383560,no_mail_available,description unavailable,q9912071,120F06,direct,19003001,Associate
628304,20012974,Genevieve,Legare,18.08.1981,122 Maple Street,Sandton,"2517,57382276596",ZA,C1,21158964,383560,no_mail_available,description unavailable,q0858571,110F20,direct,19003279,Associate
683779,20012974,Gerhardus,Legodi,18.08.1981,164 Oak Drive,Randburg,"2517,72732665918",ZA,C1,21105665,582657,no_mail_available,"TX-R-162 - Warehouse Operations Build 40,55,80",q4609634,120F06,direct,19003030,Associate
657755,20012974,Gerhardus,Legodi,22.08.1981,100 Kingfisher Lane,Johannesburg,"2517,88083055239",ZA,C1,21105667,584482,no_mail_available,description unavailable,q5046249,110F16,indirect,19003187,Associate
583945,20012974,Glen Pule,Legodi,22.08.1981,133 Willow Road,Midrand,"2518,03433444561",ZA,C1,21158955,581927,no_mail_available,"FG-9-ZA-40 - Personnel Economics, HR Data Management",q6713117,120F07,direct,19003058,Associate
583945,20012974,Goitseona,Legodi,23.08.1981,179 Cedar Crescent,Randburg,"2518,18783833882",ZA,C1,21158955,581927,no_mail_available,"FG-9-ZA-40 - Personnel Economics, HR Data Management",q7339441,110F16,indirect,1164992,Process Supporter
524241,20012974,Goitseona,Legong,23.08.1981,111 Birch Street,Sandton,"2518,34134223204",ZA,C1,21158942,622177,no_mail_available,description unavailable,q6238535,120F04,direct,19003129,Associate
653451,20012974,Goitsione,Legong,24.08.1981,155 Elm Avenue,Johannesburg,"2518,49484612525",ZA,C1,21158951,581713,no_mail_available,"FG-9-ZA-36 - Taxes, Customs",q0338246,120F04,indirect,19002994,Associate
653451,20012974,Gugulethu,Legotlo,26.08.1981,86 Pine Lane,Midrand,"2518,64835001847",ZA,C1,21158951,581713,no_mail_available,"FG-9-ZA-36 - Taxes, Customs",q9965361,120F06,direct,19003347,Associate
20003002,20012974,Guillaume,Legwale,27.08.1981,142 Aspen Road,Sandton,"2518,80185391168",ZA,C1,21148338,605798,no_mail_available,"PL-AP-ZA-50 - Qualif., Apprent. a. Future Talent Progr",q8549765,130F07,direct,1172201,Quality Inspector
582969,20012974,Guillaume,Lehabe,27.08.1981,118 Fir Street,Randburg,"2518,95535780489",ZA,C1,21141866,583999,no_mail_available,TX-R-333 - Production Finish,q7038880,110F20,direct,19003256,Associate
20005038,20012974,Happiness,Lehlabi,31.08.1981,106 Spruce Drive,Johannesburg,"2519,10886169811",ZA,C1,21158941,662785,no_mail_available,FG-9-ZA-22 - Workload Automation,q2425904,120F07,indirect,19003015,Associate
583492,20012974,Happiness,Lehong,31.08.1981,165 Chestnut Avenue,Midrand,"2519,26236559132",ZA,C1,21138510,580544,no_mail_available,"TX-R-432 - Axles, Eng. Pre-Ass., Powertr., Marr.",q7676257,110F20,direct,19003191,Associate
682989,20012974,Hendricks,Lehong,01.09.1981,130 Poplar Lane,Randburg,"2519,41586948454",ZA,C1,21105698,581011,no_mail_available,"TX-R-450 - Test Line, Finish, F2",q7381861,130F07,indirect,19001361,Process Supporter
20019232,20012974,Hendricks,Lehong-Seete,01.09.1981,94 Magnolia Street,Sandton,"2519,56937337775",ZA,C1,21159534,417238,no_mail_available,"C3-ZA-F-20 - Profitability, Contr, Cost of Retail",q2577953,110F20,direct,19003163,Associate
582396,20012974,Henrietta,Lehutso,08.09.1981,148 Walnut Road,Johannesburg,"2519,72287727097",ZA,C1,21122542,580509,no_mail_available,"C3-ZA-A-61 - Warranty, Motorplan",q2674295,130F07,direct,19003003,Associate
582396,20012974,Henrietta,Lehutso,09.09.1981,82 Cypress Crescent,Midrand,"2519,87638116418",ZA,C1,21122542,580509,no_mail_available,"C3-ZA-A-61 - Warranty, Motorplan",q7364310,130F07,indirect,19002984,Associate
684112,20012974,Henrietta,Leibrandt,09.09.1981,115 Alder Drive,Sandton,"2520,0298850574",ZA,C1,21138508,678685,no_mail_available,"TX-R-430 - Main Wiring Harn., Brake and Fuel, Roof.",q8992348,310010,direct,1339746,Plant Educator
580322,20012974,Henrietta,Leibrandt,11.09.1981,103 Hickory Lane,Randburg,"2520,18338895061",ZA,C1,21105699,583242,no_mail_available,"TX-R-451 - Short Track, Dyn. Perf., Leak Tst., Off.",q8535896,120F10,direct,19003272,Associate
607302,20012974,Hlawuleko,Leiee,11.09.1981,167 Juniper Street,Johannesburg,"2520,33689284383",ZA,A1,21158986,618037,no_mail_available,"FG-9-ZA-81 - Inbound JIT&JIS,Log.Data,Container Mgmt.",q9716632,120F06,direct,19003282,Associate
607302,20012974,Hlayisani,Leiee,11.09.1981,91 Dogwood Avenue,Midrand,"2520,49039673704",ZA,C1,21158986,618037,no_mail_available,"FG-9-ZA-81 - Inbound JIT&JIS,Log.Data,Container Mgmt.",q2392325,130F09,direct,19003344,Associate
580717,20012974,Hluvukani,Lekabe,13.09.1981,139 Palm Road,Randburg,"2520,64390063026",ZA,C1,21094953,126626,no_mail_available,BBT-1 - Strategy and Logistics,q1963144,110F20,indirect,19002975,Associate
20006409,20012974,Ibraaheem,Lekalakala,13.09.1981,124 Olive Street,Sandton,"2520,79740452347",ZA,C1,21158940,550324,no_mail_available,description unavailable,q1328535,120F04,direct,19003278,Associate
634950,20012974,Ibraaheem,Lekalakala,14.09.1981,80 Redwood Lane,Johannesburg,"2520,95090841669",ZA,C1,21158996,613378,no_mail_available,FG-9-ZA-92 - Virtual Device,q7498240,130F05,direct,19003189,Associate
634950,20012974,Itumeleng,Lekalakala,18.09.1981,132 Beech Drive,Midrand,"2521,1044123099",ZA,C1,21158996,613378,no_mail_available,FG-9-ZA-92 - Virtual Device,q2683516,130F08,indirect,1164991,Process Supporter
466677,20012974,Itumeleng,Lekalakala,18.09.1981,156 Cypress Road,Sandton,"2521,25791620312",ZA,C1,21162933,647982,no_mail_available,FG-9-ZA-75 - Program and Volume Planning,q6025470,120F03,indirect,19000516,Specialist: Production Engineer
644958,20012974,Itumeleng,Lekalakala,23.09.1981,97 Hawthorn Street,Randburg,"2521,41142009633",ZA,C1,21158979,628669,no_mail_available,FG-9-ZA-72 - Quality Management,q3143414,110F20,direct,19003128,Associate
628468,20012974,Itumeleng,Lekanyane,23.09.1981,110 Linden Avenue,Johannesburg,"2521,56492398954",ZA,C1,21158947,561417,no_mail_available,FG-9-ZA-32 - International Finance Template,q3515138,310015,indirect,1373587,Associate
628468,20012974,Itumeleng,Leketi,24.09.1981,145 Maple Crescent,Midrand,"2521,71842788276",ZA,C1,21158947,561417,no_mail_available,FG-9-ZA-32 - International Finance Template,q2907003,120F04,indirect,19002998,Associate
514848,20012974,Itumeleng,Leketi,24.09.1981,88 Fir Lane,Randburg,"2521,87193177597",ZA,C1,21163464,20016603,no_mail_available,"PE-660 - EC, Zeitwirtschaft, Abrechnung",q3328840,120F04,indirect,19003183,Associate
684105,20012974,Itumeleng,Lekgau,26.09.1981,90 Rose Avenue,Johannesburg,"2522,02543566919",ZA,C1,21138508,678685,no_mail_available,"TX-R-430 - Main Wiring Harn., Brake and Fuel, Roof.",q7629460,110F20,direct,19001307,Parts Controller
522436,20012974,Itumeleng,Lekgau,26.09.1981,123 Maple Street,Sandton,"2522,1789395624",ZA,C1,21133441,581541,no_mail_available,FG-775 - Shopfloor South Africa,q7112733,130F05,indirect,19003184,Associate
522436,20012974,Itumeleng,Lekgoathi,26.09.1981,165 Oak Drive,Randburg,"2522,33244345562",ZA,C1,21133441,581541,no_mail_available,FG-775 - Shopfloor South Africa,q6804015,130F05,direct,19002485,Associate
662686,20012974,Itumeleng,Lekota,26.09.1981,101 Kingfisher Lane,Johannesburg,"2522,48594734883",ZA,G6,21076293,669732,no_mail_available,SF3-ZA-F-C - Compliance,q4893973,130F07,direct,19003133,Associate
584329,20012974,Itumeleng,Lekota,03.10.1981,134 Willow Road,Midrand,"2522,63945124205",ZA,C1,21158941,662785,no_mail_available,FG-9-ZA-22 - Workload Automation,q6128757,110F25,direct,19003039,Associate
584329,20012974,Itumeleng,Lekuleni,03.10.1981,180 Cedar Crescent,Randburg,"2522,79295513526",ZA,C1,21158941,662785,no_mail_available,FG-9-ZA-22 - Workload Automation,q0925832,110F20,indirect,19001491,Associate
521900,20012974,Itumeleng,Lelaka,03.10.1981,90 Rose Avenue,Johannesburg,"2522,94645902848",ZA,C1,21141864,582287,no_mail_available,TX-R-331 - Production Underbody,q2724520,130F05,direct,19003285,Associate
553642,20012974,Itumeleng,Lelaka,10.10.1981,123 Maple Street,Sandton,"2523,09996292169",ZA,C1,21158935,629035,no_mail_available,FG-9-ZA-15 - Artificial Intelligence Solutions,q5037399,110F20,indirect,19003201,Associate
553642,20012974,Itumeleng,Lemao,11.10.1981,165 Oak Drive,Randburg,"2523,25346681491",ZA,C1,21158935,629035,no_mail_available,FG-9-ZA-15 - Artificial Intelligence Solutions,q8856666,120F07,direct,19003053,Associate
580484,20012974,Itumeleng,Lenka,12.10.1981,101 Kingfisher Lane,Johannesburg,"2523,40697070812",ZA,C1,21105698,581011,no_mail_available,"TX-R-450 - Test Line, Finish, F2",q1789209,120F06,indirect,19003051,Associate
626353,20012974,Itumeleng,Lenong,12.10.1981,134 Willow Road,Midrand,"2523,56047460134",ZA,C1,21158974,367006,no_mail_available,FG-9-ZA-64 - Region Integration EU,q3609812,110F20,indirect,19003022,Associate
626353,20012974,Itumeleng,Lenonyane,16.10.1981,180 Cedar Crescent,Randburg,"2523,71397849455",ZA,C1,21158974,367006,no_mail_available,FG-9-ZA-64 - Region Integration EU,q6453542,110F15,indirect,1137268,Team Leader: Production
521776,20012974,Itumeleng,Lentsela,16.10.1981,112 Birch Street,Sandton,"2523,86748238776",ZA,C1,21138511,581530,no_mail_available,"TX-R-433 - Rear., Front., Exh., Underb., Doors Pre.",q0664712,120F06,direct,19002973,Associate
644824,20012974,Jan Josef,Lentsoane,17.10.1981,156 Elm Avenue,Johannesburg,"2524,02098628098",ZA,C1,21158942,622177,no_mail_available,description unavailable,q4086654,110F20,indirect,19001341,Process Supporter
677560,20012974,Jan Josef,Lentsoane,17.10.1981,87 Pine Lane,Midrand,"2524,17449017419",ZA,C1,21158951,581713,no_mail_available,"FG-9-ZA-36 - Taxes, Customs",q3250903,120F04,indirect,19003322,Associate
519435,20012974,Jaqueline,Leola,19.10.1981,143 Aspen Road,Sandton,"2524,32799406741",ZA,C1,21158933,582352,no_mail_available,FG-9-ZA-13 - Digital Vehicle File,q6721692,120F06,indirect,19003014,Associate
611225,20012974,Jaqueline,Leolo,21.10.1981,119 Fir Street,Randburg,"2524,48149796062",ZA,C1,21158936,580824,no_mail_available,"FG-9-ZA-16 - Car Data, Fleet Data",q1404467,120F06,direct,19002982,Associate
515018,20012974,Jay-Leigh,Leonard,23.10.1981,107 Spruce Drive,Johannesburg,"2524,63500185384",ZA,C1,21141865,580789,no_mail_available,TX-R-332 - Production Framing,q2659060,120F06,indirect,19003045,Associate
663450,20012974,Jean-Marc,Leonard,23.10.1981,166 Chestnut Avenue,Midrand,"2524,78850574705",ZA,C1,21163397,581684,no_mail_available,FR-20-ZA - Finance Hub Südafrika,q0805292,120F07,direct,19002970,Associate
663450,20012974,Jean-Marc,Leone,24.10.1981,131 Poplar Lane,Randburg,"2524,94200964027",ZA,C1,21163397,581684,no_mail_available,FR-20-ZA - Finance Hub Südafrika,q0726090,110F28,indirect,1189209,Production Analyst
657573,20012974,Jean-Paul,Leone,24.10.1981,95 Magnolia Street,Sandton,"2525,09551353348",ZA,C1,21158968,584791,no_mail_available,FG-9-ZA-57 - Customer Support,q1449694,130F08,direct,19002986,Artisan: Spray Painters
657573,20012974,Jean-Paul,Leope,24.10.1981,149 Walnut Road,Johannesburg,"2525,2490174267",ZA,C1,21158968,584791,no_mail_available,FG-9-ZA-57 - Customer Support,q9725405,120F10,direct,19003028,Associate
682875,20012974,Joel Mpho,Leope,24.10.1981,83 Cypress Crescent,Midrand,"2525,40252131991",ZA,C1,21138510,580676,no_mail_available,"TX-R-432 - Axles, Eng. Pre-Ass., Powertr., Marr.",q7576599,120F07,indirect,19003000,Associate
529785,20012974,Jonnathan,Leope,26.10.1981,116 Alder Drive,Sandton,"2525,55602521312",ZA,C1,21158957,580774,no_mail_available,"FG-9-ZA-42 - Corporate Security,Travel,Claims Mgmt.",q9500339,120F04,direct,19003257,Associate
661576,20012974,Josephine,Lephatsoe,26.10.1981,104 Hickory Lane,Randburg,"2525,70952910634",ZA,A1,21158986,618037,no_mail_available,"FG-9-ZA-81 - Inbound JIT&JIS,Log.Data,Container Mgmt.",q3015466,120F06,indirect,19002992,Associate
661576,20012974,Josephine,Lephatsoe,27.10.1981,168 Juniper Street,Johannesburg,"2525,86303299955",ZA,C1,21158986,618037,no_mail_available,"FG-9-ZA-81 - Inbound JIT&JIS,Log.Data,Container Mgmt.",q5244130,120F10,indirect,19003270,Associate
621075,20012974,Josephine,Lephekola,27.10.1981,92 Dogwood Avenue,Midrand,"2526,01653689277",ZA,C1,21158936,580824,no_mail_available,"FG-9-ZA-16 - Car Data, Fleet Data",q7524317,120F07,indirect,19003020,Associate
621075,20012974,Justinose,Lephuthing,28.10.1981,140 Palm Road,Randburg,"2526,17004078598",ZA,C1,21158936,580824,no_mail_available,"FG-9-ZA-16 - Car Data, Fleet Data",q8551231,120F04,indirect,19003295,Associate
676890,20012974,Katharina,Lephuthing,28.10.1981,125 Olive Street,Sandton,"2526,3235446792",ZA,C1,21105690,658671,no_mail_available,"TX-R-43 - Body Ass., Pre-Ass., Final Ass.",q8010841,120F06,direct,19003307,Associate
515147,20012974,Katu King,Leping,31.10.1981,81 Redwood Lane,Johannesburg,"2526,47704857241",ZA,C1,21141865,581212,no_mail_available,TX-R-332 - Production Framing,q8862727,110F15,indirect,1188872,Associate
631797,20012974,Keabetswe,Lepono,01.11.1981,133 Beech Drive,Midrand,"2526,63055246563",ZA,C1,21158981,603783,no_mail_available,FG-9-ZA-74 - Central Ordering,q6710171,120F10,indirect,19003299,Associate
581349,20012974,Keabetswe,Lepono,01.11.1981,157 Cypress Road,Sandton,"2526,78405635884",ZA,C1,21136322,20004963,no_mail_available,MP-ZA-6 - QMP Front Desk,q3727395,120F08,direct,19003340,Associate
652677,20012974,Keabetswe,Lepota,01.11.1981,98 Hawthorn Street,Randburg,"2526,93756025206",ZA,C1,21158315,483124,no_mail_available,"FG-AP-42 - Import E-Eu.,Miiddle East,Reg.Projects",q2639343,140F14,direct,19001710,Associate
683914,20012974,Keabetswe,Lepule,03.11.1981,111 Linden Avenue,Johannesburg,"2527,09106414527",ZA,C1,21105665,678645,no_mail_available,"TX-R-162 - Warehouse Operations Build 40,55,80",q1563548,140F25,direct,1188678,Associate
583491,20012974,Keabetswe,Lepule,03.11.1981,146 Maple Crescent,Midrand,"2527,24456803849",ZA,C1,21105667,580953,no_mail_available,description unavailable,q4920900,110F16,direct,19001608,Associate
678887,20012974,Keabetswe,Lepule,03.11.1981,89 Fir Lane,Randburg,"2527,3980719317",ZA,C1,21158930,582014,no_mail_available,"FG-9-ZA-10 - Self Service Analytics, SAP Analytics",q1617683,140F12,indirect,1188704,Associate
678887,20012974,Keabetswe,Lepule,04.11.1981,91 Rose Avenue,Johannesburg,"2527,55157582492",ZA,C1,21158930,582014,no_mail_available,"FG-9-ZA-10 - Self Service Analytics, SAP Analytics",q7783252,140F27,direct,19003178,Associate
678082,20012974,Kealeboga,Leroba,04.11.1981,124 Maple Street,Sandton,"2527,70507971813",ZA,C1,21141864,581313,no_mail_available,TX-R-331 - Production Underbody,q9438248,140F12,indirect,19001535,Associate
614025,20012974,Kealeboga,Leroba,08.11.1981,166 Oak Drive,Randburg,"2527,85858361134",ZA,C1,21158936,580824,no_mail_available,"FG-9-ZA-16 - Car Data, Fleet Data",q9788636,110F25,direct,19001563,Associate
614025,20012974,Kearabile,Lerumo,08.11.1981,102 Kingfisher Lane,Johannesburg,"2528,01208750456",ZA,C1,21158936,580824,no_mail_available,"FG-9-ZA-16 - Car Data, Fleet Data",q5686609,110F25,indirect,1164987,Process Supporter
518041,20012974,Kerry-Lee,Lesejane,08.11.1981,135 Willow Road,Midrand,"2528,16559139777",ZA,C1,21158959,580652,no_mail_available,FG-9-ZA-44 - HR and M Reporting,q5010375,140F16,indirect,19001870,Associate
434111,20012974,Kerry-Lee,Leseyane,12.11.1981,181 Cedar Crescent,Randburg,"2528,31909529099",ZA,A1,21159000,622513,no_mail_available,FG-9-ZA-96 - Global Connectivity Insights,q3763743,310012,direct,1262319,Students - Apprenticeship External
434111,20012974,Kesaobaka,Leseyane,12.11.1981,91 Rose Avenue,Johannesburg,"2528,4725991842",ZA,C1,21159000,622513,no_mail_available,FG-9-ZA-96 - Global Connectivity Insights,q0491532,110F28,indirect,19001546,Associate
581329,20012974,Kgalalelo,Lesomo,12.11.1981,124 Maple Street,Sandton,"2528,62610307742",ZA,C1,21141868,389169,no_mail_available,"TX-R-352 - Seam Seal, UBS",q5200233,110F16,direct,19001702,Associate
528813,20012974,Kgalalelo,Lessing,12.11.1981,166 Oak Drive,Randburg,"2528,77960697063",ZA,C1,21158981,603783,no_mail_available,FG-9-ZA-74 - Central Ordering,q0860125,120F03,direct,1196286,"Manager: Production,Body"
528813,20012974,Kgolagano,Lessing,13.11.1981,102 Kingfisher Lane,Johannesburg,"2528,93311086385",ZA,C1,21158981,603783,no_mail_available,FG-9-ZA-74 - Central Ordering,q0842089,140F14,indirect,1188808,Associate
583344,20012974,Kgolagano,Lesufi,18.11.1981,135 Willow Road,Midrand,"2529,08661475706",ZA,C1,21138510,580544,no_mail_available,"TX-R-432 - Axles, Eng. Pre-Ass., Powertr., Marr.",q5894472,110F14,direct,19003244,Associate
523410,20012974,Kgolagano,Lesufi,18.11.1981,181 Cedar Crescent,Randburg,"2529,24011865028",ZA,C1,21159001,603075,no_mail_available,FG-9-ZA-97 - IT Service Desk,q5714416,140F16,indirect,19001604,Associate
583485,20012974,Kgothatso,Lesufi,19.11.1981,113 Birch Street,Sandton,"2529,39362254349",ZA,C1,21105665,582796,no_mail_available,"TX-R-162 - Warehouse Operations Build 40,55,80",q3454286,110F28,direct,19001685,Associate
583347,20012974,Kgothatso,Letageng,19.11.1981,157 Elm Avenue,Johannesburg,"2529,54712643671",ZA,C1,21138511,580947,no_mail_available,"TX-R-433 - Rear., Front., Exh., Underb., Doors Pre.",q5504799,140F25,direct,19002492,Associate
672063,20012974,Kgothatso,Letebele,20.11.1981,88 Pine Lane,Midrand,"2529,70063032992",ZA,C1,21158995,613378,no_mail_available,FG-9-ZA-91 - Workspace OS and App Platform,q5590077,140F07,direct,1358590,Senior Artisan: Trimmer
581145,20012974,Kgothatso,Letebele,22.11.1981,144 Aspen Road,Sandton,"2529,85413422314",ZA,C1,21130503,582145,no_mail_available,"FG-AP-40 - IT NSC South Africa, Sub Sahara",q1816611,130F09,direct,19003027,Associate
581145,20012974,Kgothatso,Letebele,02.12.1981,120 Fir Street,Randburg,"2530,00763811635",ZA,C1,21130503,582145,no_mail_available,"FG-AP-40 - IT NSC South Africa, Sub Sahara",q6046797,310012,direct,1382480,Student - Apprenticeship
681023,20012974,Kgothatso,Letho,02.12.1981,108 Spruce Drive,Johannesburg,"2530,16114200957",ZA,C1,21126160,582886,no_mail_available,description unavailable,q1881137,140F07,indirect,1175054,Torque Control SPC Artisan
671419,20012974,Kgothatso,Letho,03.12.1981,167 Chestnut Avenue,Midrand,"2530,31464590278",ZA,C1,21158953,378217,no_mail_available,"FG-9-ZA-38 - Fin.Planning,Consolidation&Reporting",q6203719,140F12,direct,19001447,Associate
671419,20012974,Kgothatso,Lethole,08.12.1981,132 Poplar Lane,Randburg,"2530,46814979599",ZA,C1,21158953,378217,no_mail_available,"FG-9-ZA-38 - Fin.Planning,Consolidation&Reporting",q2401982,110F25,indirect,19003167,Associate
584677,20012974,Khayakazi,Letlaka,08.12.1981,96 Magnolia Street,Sandton,"2530,62165368921",ZA,C1,21158988,603504,no_mail_available,FG-9-ZA-83 - Inhouse Logistics,q4581103,140F14,indirect,19001812,Associate
584677,20012974,Khayakazi,Letlalo,13.12.1981,150 Walnut Road,Johannesburg,"2530,77515758242",ZA,C1,21158988,603504,no_mail_available,FG-9-ZA-83 - Inhouse Logistics,q2275092,110F16,direct,1196260,Administrator - STARD
581997,20012974,Kholofelo,Letlapa,15.12.1981,84 Cypress Crescent,Midrand,"2530,92866147564",ZA,C1,21159001,603075,no_mail_available,FG-9-ZA-97 - IT Service Desk,q4575976,140F16,indirect,1188804,Associate
677087,20012974,Kholofelo,Letlape,15.12.1981,117 Alder Drive,Sandton,"2531,08216536885",ZA,C1,21141864,581313,no_mail_available,TX-R-331 - Production Underbody,q1659452,110F20,direct,1155371,Process Supporter
581589,20012974,Kholofelo,Letlape,15.12.1981,105 Hickory Lane,Randburg,"2531,23566926207",ZA,C1,21105690,658671,no_mail_available,"TX-R-43 - Body Ass., Pre-Ass., Final Ass.",q7773804,140F11,indirect,1188635,Associate
433511,20012974,Kholofelo,Letlhabi,15.12.1981,169 Juniper Street,Johannesburg,"2531,38917315528",ZA,C1,21158951,581713,no_mail_available,"FG-9-ZA-36 - Taxes, Customs",q4156157,140F14,direct,19003206,Associate
433511,20012974,Kholofelo,Letlhabi,16.12.1981,93 Dogwood Avenue,Midrand,"2531,5426770485",ZA,C1,21158951,581713,no_mail_available,"FG-9-ZA-36 - Taxes, Customs",q6556066,140F11,direct,19001681,Associate
20019171,20012974,Kholofelo,Letlhabi,16.12.1981,141 Palm Road,Randburg,"2531,69618094171",ZA,C1,21161935,581485,no_mail_available,"AK-36-ZA - Comm. South Africa, Plant Rosslyn",q1566471,110F16,direct,19001825,Associate
521932,20012974,Khothatso,Letsholo,18.12.1981,126 Olive Street,Sandton,"2531,84968483493",ZA,C1,21148338,605798,no_mail_available,"PL-AP-ZA-50 - Qualif., Apprent. a. Future Talent Progr",q6717831,140F10,indirect,19001669,Associate
678610,20012974,Khrystyne,Letsholo,19.12.1981,82 Redwood Lane,Johannesburg,"2532,00318872814",ZA,C1,21141864,674111,no_mail_available,TX-R-331 - Production Underbody,q5775283,110F16,indirect,19003242,Associate
666596,20012974,Khrystyne,Letshwene,21.12.1981,134 Beech Drive,Midrand,"2532,15669262136",ZA,C1,21133442,20014824,no_mail_available,FG-776 - Enabling South Africa,q0308016,110F16,direct,19003231,Associate
666596,20012974,Khulekani,Letsietsa,21.12.1981,158 Cypress Road,Sandton,"2532,31019651457",ZA,C1,21133442,20014824,no_mail_available,FG-776 - Enabling South Africa,q1226989,140F12,direct,19001444,Associate
583400,20012974,Khulekani,Letsika,24.12.1981,99 Hawthorn Street,Randburg,"2532,46370040778",ZA,C1,21105665,678645,no_mail_available,"TX-R-162 - Warehouse Operations Build 40,55,80",q8275438,140F12,indirect,19001689,Associate
515251,20012974,Khulisani,Letsoaka,01.01.1982,112 Linden Avenue,Johannesburg,"2532,617204301",ZA,C1,21141865,580789,no_mail_available,TX-R-332 - Production Framing,q7822546,140F25,indirect,19001597,Associate
582488,20012974,Khulisani,Letsoaka,01.01.1982,147 Maple Crescent,Midrand,"2532,77070819421",ZA,C1,21141866,584124,no_mail_available,TX-R-333 - Production Finish,q5999160,140F12,direct,1188702,Associate
674831,20012974,Khulumani,Letsoalo,01.01.1982,90 Fir Lane,Randburg,"2532,92421208743",ZA,C1,21158970,582416,no_mail_available,FG-9-ZA-60 - Warehouse Management,q9556649,140F26,direct,1188636,Associate
674831,20012974,Khuthadzo,Letsoalo,02.01.1982,92 Rose Avenue,Johannesburg,"2533,07771598064",ZA,C1,21158970,582416,no_mail_available,FG-9-ZA-60 - Warehouse Management,q6676248,110F16,indirect,19001485,Associate
580446,20012974,Khuthadzo,Letsoalo,02.01.1982,125 Maple Street,Sandton,"2533,23121987386",ZA,C1,21141864,582287,no_mail_available,TX-R-331 - Production Underbody,q2120145,110F28,indirect,19001738,Associate
644928,20012974,Kimberley,Letsoalo,02.01.1982,167 Oak Drive,Randburg,"2533,38472376707",ZA,A1,21158980,580555,no_mail_available,description unavailable,q5470668,520F05,indirect,19000527,Specialist: Processes and Projects
644928,20012974,Kimberley,Letsoalo,04.01.1982,103 Kingfisher Lane,Johannesburg,"2533,53822766029",ZA,C1,21158980,580555,no_mail_available,description unavailable,q4967073,110F14,direct,19001713,Associate
584615,20012974,Knowledge,Letsoalo,10.01.1982,136 Willow Road,Midrand,"2533,6917315535",ZA,G6,21151258,428297,no_mail_available,FG-AP-41 - IT NFSC South Africa,q7706847,110F15,direct,19001791,Associate
584615,20012974,Knowledge,Letsoalo,10.01.1982,182 Cedar Crescent,Randburg,"2533,84523544672",ZA,G6,21151258,428297,no_mail_available,FG-AP-41 - IT NFSC South Africa,q5272529,140F11,indirect,1188632,Associate
645625,20012974,Knowledge,Letsoalo,10.01.1982,92 Rose Avenue,Johannesburg,"2533,99873933993",ZA,C1,21158934,543896,no_mail_available,FG-9-ZA-14 - AI Expert and Self Services,q9486964,140F16,indirect,19001879,Associate
